date,from,to,number
2025-08-26,京都府,大阪府,2
2025-08-27,京都府,大阪府,0
2025-08-28,京都府,大阪府,3
2025-08-29,京都府,大阪府,3
2025-08-30,京都府,大阪府,0
2025-08-01,京都府,北海道,0
2025-08-02,京都府,北海道,0
2025-08-03,京都府,北海道,0
2025-08-04,京都府,北海道,0
2025-08-05,京都府,北海道,4
2025-08-06,京都府,北海道,3
2025-08-07,京都府,北海道,3
2025-08-08,京都府,北海道,4
2025-08-09,京都府,北海道,3
2025-08-10,京都府,北海道,4
2025-08-11,京都府,北海道,2
2025-08-12,京都府,北海道,1
2025-08-13,京都府,北海道,2
2025-08-14,京都府,北海道,2
2025-08-15,京都府,北海道,1
2025-08-16,京都府,北海道,2
2025-08-17,京都府,北海道,0
2025-08-18,京都府,北海道,0
2025-08-19,京都府,北海道,0
2025-08-20,京都府,北海道,0
2025-08-21,京都府,北海道,0
2025-08-22,京都府,北海道,0
2025-08-23,京都府,北海道,0
2025-08-24,京都府,北海道,2
2025-08-25,京都府,北海道,1
2025-08-26,京都府,北海道,0
2025-08-27,京都府,北海道,0
2025-08-28,京都府,北海道,0
2025-08-29,京都府,北海道,0
2025-08-30,京都府,北海道,0
2025-08-01,京都府,福岡県,2
2025-08-02,京都府,福岡県,3
2025-08-03,京都府,福岡県,2
2025-08-04,京都府,福岡県,0
2025-08-05,京都府,福岡県,0
2025-08-06,京都府,福岡県,0
2025-08-07,京都府,福岡県,0
2025-08-08,京都府,福岡県,0
2025-08-09,京都府,福岡県,0
2025-08-10,京都府,福岡県,0
2025-08-11,京都府,福岡県,0
2025-08-12,京都府,福岡県,0
2025-08-13,京都府,福岡県,0
2025-08-14,京都府,福岡県,0
2025-08-15,京都府,福岡県,0
2025-08-16,京都府,福岡県,0
2025-08-17,京都府,福岡県,0
2025-08-18,京都府,福岡県,2
2025-08-19,京都府,福岡県,3
2025-08-20,京都府,福岡県,3
2025-08-21,京都府,福岡県,3
2025-08-22,京都府,福岡県,3
2025-08-23,京都府,福岡県,3
2025-08-24,京都府,福岡県,3
2025-08-25,京都府,福岡県,2
2025-08-26,京都府,福岡県,3
2025-08-27,京都府,福岡県,3
2025-08-28,京都府,福岡県,3
2025-08-29,京都府,福岡県,3
2025-08-30,京都府,福岡県,1
2025-08-01,京都府,埼玉県,0
2025-08-02,京都府,埼玉県,0
2025-08-03,京都府,埼玉県,0
2025-08-04,京都府,埼玉県,2
2025-08-05,京都府,埼玉県,2
2025-08-06,京都府,埼玉県,2
2025-08-07,京都府,埼玉県,2
2025-08-08,京都府,埼玉県,2
2025-08-09,京都府,埼玉県,2
2025-08-10,京都府,埼玉県,0
2025-08-11,京都府,埼玉県,0
2025-08-12,京都府,埼玉県,0
2025-08-13,京都府,埼玉県,0
2025-08-14,京都府,埼玉県,0
2025-08-15,京都府,埼玉県,0
2025-08-16,京都府,埼玉県,0
2025-08-17,京都府,埼玉県,0
2025-08-18,京都府,埼玉県,0
2025-08-19,京都府,埼玉県,0
2025-08-20,京都府,埼玉県,0
2025-08-21,京都府,埼玉県,0
2025-08-22,京都府,埼玉県,0
2025-08-23,京都府,埼玉県,0
2025-08-24,京都府,埼玉県,0
2025-08-25,京都府,埼玉県,0
2025-08-26,京都府,埼玉県,0
2025-08-27,京都府,埼玉県,0
2025-08-28,京都府,埼玉県,0
2025-08-29,京都府,埼玉県,0
2025-08-30,京都府,埼玉県,0
2025-08-01,京都府,大阪府,2
2025-08-02,京都府,大阪府,2
2025-08-03,京都府,大阪府,2
2025-08-04,京都府,大阪府,0
2025-08-05,京都府,大阪府,1
2025-08-06,京都府,大阪府,2
2025-08-07,京都府,大阪府,0
2025-08-08,京都府,大阪府,0
2025-08-09,京都府,大阪府,1
2025-08-10,京都府,大阪府,0
2025-08-11,京都府,大阪府,0
2025-08-12,京都府,大阪府,1
2025-08-13,京都府,大阪府,0
2025-08-14,京都府,大阪府,0
2025-08-15,京都府,大阪府,0
2025-08-16,京都府,大阪府,2
2025-08-17,京都府,大阪府,1
2025-08-18,京都府,大阪府,2
2025-08-19,京都府,大阪府,2
2025-08-20,京都府,大阪府,1
2025-08-21,京都府,大阪府,0
2025-08-22,京都府,大阪府,0
2025-08-23,京都府,大阪府,1
2025-08-24,京都府,大阪府,2
2025-08-25,京都府,大阪府,0
2025-08-26,京都府,大阪府,0
2025-08-27,京都府,大阪府,1
2025-08-28,京都府,大阪府,2
2025-08-29,京都府,大阪府,2
2025-08-30,京都府,大阪府,1
2025-08-01,京都府,北海道,0
2025-08-02,京都府,北海道,0
2025-08-03,京都府,北海道,0
2025-08-04,京都府,北海道,0
2025-08-05,京都府,北海道,0
2025-08-06,京都府,北海道,0
2025-08-07,京都府,北海道,0
2025-08-08,京都府,北海道,0
2025-08-09,京都府,北海道,0
2025-08-10,京都府,北海道,0
2025-08-11,京都府,北海道,0
2025-08-12,京都府,北海道,0
2025-08-13,京都府,北海道,0
2025-08-14,京都府,北海道,0
2025-08-15,京都府,北海道,0
2025-08-16,京都府,北海道,0
2025-08-17,京都府,北海道,0
2025-08-18,京都府,北海道,0
2025-08-19,京都府,北海道,0
2025-08-20,京都府,北海道,0
2025-08-21,京都府,北海道,0
2025-08-22,京都府,北海道,0
2025-08-23,京都府,北海道,0
2025-08-24,京都府,北海道,1
2025-08-25,京都府,北海道,1
2025-08-26,京都府,北海道,1
2025-08-27,京都府,北海道,1
2025-08-28,京都府,北海道,0
2025-08-29,京都府,北海道,0
2025-08-30,京都府,北海道,0
2025-08-01,広島県,福岡県,1
2025-08-02,広島県,福岡県,1
2025-08-03,広島県,福岡県,0
2025-08-04,広島県,福岡県,0
2025-08-05,広島県,福岡県,2
2025-08-06,広島県,福岡県,3
2025-08-07,広島県,福岡県,3
2025-08-08,広島県,福岡県,3
2025-08-09,広島県,福岡県,3
2025-08-10,広島県,福岡県,3
2025-08-11,広島県,福岡県,1
2025-08-12,広島県,福岡県,1
2025-08-13,広島県,福岡県,1
2025-08-14,広島県,福岡県,1
2025-08-15,広島県,福岡県,1
2025-08-16,広島県,福岡県,1
2025-08-17,広島県,福岡県,1
2025-08-18,広島県,福岡県,0
2025-08-19,広島県,福岡県,1
2025-08-20,広島県,福岡県,1
2025-08-21,広島県,福岡県,1
2025-08-22,広島県,福岡県,1
2025-08-23,広島県,福岡県,1
2025-08-24,広島県,福岡県,1
2025-08-25,広島県,福岡県,1
2025-08-26,広島県,福岡県,1
2025-08-27,広島県,福岡県,1
2025-08-28,広島県,福岡県,1
2025-08-29,広島県,福岡県,1
2025-08-30,広島県,福岡県,1
2025-08-01,広島県,兵庫県,1
2025-08-02,広島県,兵庫県,1
2025-08-03,広島県,兵庫県,1
2025-08-04,広島県,兵庫県,0
2025-08-05,広島県,兵庫県,1
2025-08-06,広島県,兵庫県,1
2025-08-07,広島県,兵庫県,1
2025-08-08,広島県,兵庫県,1
2025-08-09,広島県,兵庫県,1
2025-08-10,広島県,兵庫県,1
2025-08-11,広島県,兵庫県,0
2025-08-12,広島県,兵庫県,1
2025-08-13,広島県,兵庫県,1
2025-08-14,広島県,兵庫県,1
2025-08-15,広島県,兵庫県,1
2025-08-16,広島県,兵庫県,1
2025-08-17,広島県,兵庫県,1
2025-08-18,広島県,兵庫県,0
2025-08-19,広島県,兵庫県,2
2025-08-20,広島県,兵庫県,2
2025-08-21,広島県,兵庫県,2
2025-08-22,広島県,兵庫県,2
2025-08-23,広島県,兵庫県,2
2025-08-24,広島県,兵庫県,2
2025-08-25,広島県,兵庫県,0
2025-08-26,広島県,兵庫県,1
2025-08-27,広島県,兵庫県,1
2025-08-28,広島県,兵庫県,1
2025-08-29,広島県,兵庫県,1
2025-08-30,広島県,兵庫県,1
2025-08-01,広島県,大阪府,0
2025-08-02,広島県,大阪府,0
2025-08-03,広島県,大阪府,0
2025-08-04,広島県,大阪府,0
2025-08-05,広島県,大阪府,1
2025-08-06,広島県,大阪府,1
2025-08-07,広島県,大阪府,1
2025-08-08,広島県,大阪府,1
2025-08-09,広島県,大阪府,1
2025-08-10,広島県,大阪府,1
2025-08-11,広島県,大阪府,0
2025-08-12,広島県,大阪府,0
2025-08-13,広島県,大阪府,0
2025-08-14,広島県,大阪府,0
2025-08-15,広島県,大阪府,0
2025-08-16,広島県,大阪府,0
2025-08-17,広島県,大阪府,0
2025-08-18,広島県,大阪府,0
2025-08-19,広島県,大阪府,0
2025-08-20,広島県,大阪府,0
2025-08-21,広島県,大阪府,0
2025-08-22,広島県,大阪府,0
2025-08-23,広島県,大阪府,0
2025-08-24,広島県,大阪府,0
2025-08-25,広島県,大阪府,0
2025-08-26,広島県,大阪府,0
2025-08-27,広島県,大阪府,0
2025-08-28,広島県,大阪府,0
2025-08-29,広島県,大阪府,0
2025-08-30,広島県,大阪府,0
2025-08-01,福岡県,岡山県,1
2025-08-02,福岡県,岡山県,1
2025-08-03,福岡県,岡山県,0
2025-08-04,福岡県,岡山県,0
2025-08-05,福岡県,岡山県,1
2025-08-06,福岡県,岡山県,1
2025-08-07,福岡県,岡山県,1
2025-08-08,福岡県,岡山県,1
2025-08-09,福岡県,岡山県,1
2025-08-10,福岡県,岡山県,0
2025-08-11,福岡県,岡山県,0
2025-08-12,福岡県,岡山県,1
2025-08-13,福岡県,岡山県,1
2025-08-14,福岡県,岡山県,1
2025-08-15,福岡県,岡山県,1
2025-08-16,福岡県,岡山県,1
2025-08-17,福岡県,岡山県,2
2025-08-18,福岡県,岡山県,0
2025-08-19,福岡県,岡山県,1
2025-08-20,福岡県,岡山県,1
2025-08-21,福岡県,岡山県,1
2025-08-22,福岡県,岡山県,1
2025-08-23,福岡県,岡山県,1
2025-08-24,福岡県,岡山県,1
2025-08-25,福岡県,岡山県,0
2025-08-26,福岡県,岡山県,1
2025-08-27,福岡県,岡山県,1
2025-08-28,福岡県,岡山県,1
2025-08-29,福岡県,岡山県,1
2025-08-30,福岡県,岡山県,1
2025-08-01,福岡県,兵庫県,0
2025-08-02,福岡県,兵庫県,0
2025-08-03,福岡県,兵庫県,0
2025-08-04,福岡県,兵庫県,0
2025-08-05,福岡県,兵庫県,2
2025-08-06,福岡県,兵庫県,1
2025-08-07,福岡県,兵庫県,2
2025-08-08,福岡県,兵庫県,0
2025-08-09,福岡県,兵庫県,0
2025-08-10,福岡県,兵庫県,0
2025-08-11,福岡県,兵庫県,0
2025-08-12,福岡県,兵庫県,0
2025-08-13,福岡県,兵庫県,0
2025-08-14,福岡県,兵庫県,0
2025-08-15,福岡県,兵庫県,0
2025-08-16,福岡県,兵庫県,0
2025-08-17,福岡県,兵庫県,0
2025-08-18,福岡県,兵庫県,0
2025-08-19,福岡県,兵庫県,0
2025-08-20,福岡県,兵庫県,0
2025-08-21,福岡県,兵庫県,0
2025-08-22,福岡県,兵庫県,0
2025-08-23,福岡県,兵庫県,0
2025-08-24,福岡県,兵庫県,0
2025-08-25,福岡県,兵庫県,0
2025-08-26,福岡県,兵庫県,0
2025-08-27,福岡県,兵庫県,0
2025-08-28,福岡県,兵庫県,0
2025-08-29,福岡県,兵庫県,0
2025-08-30,福岡県,兵庫県,0
2025-08-01,福岡県,熊本県,1
2025-08-02,福岡県,熊本県,1
2025-08-03,福岡県,熊本県,1
2025-08-04,福岡県,熊本県,0
2025-08-05,福岡県,熊本県,1
2025-08-06,福岡県,熊本県,1
2025-08-07,福岡県,熊本県,1
2025-08-08,福岡県,熊本県,1
2025-08-09,福岡県,熊本県,1
2025-08-10,福岡県,熊本県,1
2025-08-11,福岡県,熊本県,0
2025-08-12,福岡県,熊本県,2
2025-08-13,福岡県,熊本県,2
2025-08-14,福岡県,熊本県,2
2025-08-15,福岡県,熊本県,2
2025-08-16,福岡県,熊本県,2
2025-08-17,福岡県,熊本県,2
2025-08-18,福岡県,熊本県,0
2025-08-19,福岡県,熊本県,1
2025-08-20,福岡県,熊本県,1
2025-08-21,福岡県,熊本県,1
2025-08-22,福岡県,熊本県,1
2025-08-23,福岡県,熊本県,1
2025-08-24,福岡県,熊本県,1
2025-08-25,福岡県,熊本県,0
2025-08-26,福岡県,熊本県,3
2025-08-27,福岡県,熊本県,2
2025-08-28,福岡県,熊本県,2
2025-08-29,福岡県,熊本県,2
2025-08-30,福岡県,熊本県,2
2025-08-01,福岡県,鹿児島県,1
2025-08-02,福岡県,鹿児島県,1
2025-08-03,福岡県,鹿児島県,1
2025-08-04,福岡県,鹿児島県,0
2025-08-05,福岡県,鹿児島県,1
2025-08-06,福岡県,鹿児島県,1
2025-08-07,福岡県,鹿児島県,1
2025-08-08,福岡県,鹿児島県,1
2025-08-09,福岡県,鹿児島県,0
2025-08-10,福岡県,鹿児島県,0
2025-08-11,福岡県,鹿児島県,0
2025-08-12,福岡県,鹿児島県,1
2025-08-13,福岡県,鹿児島県,1
2025-08-14,福岡県,鹿児島県,1
2025-08-15,福岡県,鹿児島県,1
2025-08-16,福岡県,鹿児島県,1
2025-08-17,福岡県,鹿児島県,0
2025-08-18,福岡県,鹿児島県,0
2025-08-19,福岡県,鹿児島県,1
2025-08-20,福岡県,鹿児島県,1
2025-08-21,福岡県,鹿児島県,1
2025-08-22,福岡県,鹿児島県,1
2025-08-23,福岡県,鹿児島県,1
2025-08-24,福岡県,鹿児島県,1
2025-08-25,福岡県,鹿児島県,0
2025-08-26,福岡県,鹿児島県,1
2025-08-27,福岡県,鹿児島県,1
2025-08-28,福岡県,鹿児島県,1
2025-08-29,福岡県,鹿児島県,1
2025-08-30,福岡県,鹿児島県,1
